case_reference,referral_date,clean_summary,summary,Service,keyword_group,tier_1,tier_2,Tier_2_full_names,tier2_consolidated_description,num_tier_1,num_tier_2,summary_length,summary_word_count,keywords_list,sample_weight,label_issue_count,has_label_issue,cleanlab_issue_count,cleanlab_avg_quality,cleanlab_min_quality,cleanlab_has_issue
CFPB-2024-00914,2023-09-20,Company refuses to provide documentation requested by consumer,"Consumer summary:
I have been a customer of Navy Federal Credit Union for several years with my checking or savings account. False debt claims issue has persisted despite multiple attempts to resolve. I contacted customer service on several occasions but received inconsistent information. The company representative promised to investigate but never followed up. I have documentation proving my position but the company refuses to acknowledge it.

Provider response:
Company refuses to provide documentation requested by consumer

Resolution requested by consumer:
Correct the erroneous information and provide written confirmation

Information provided by the CFPB:
Complaint received via online portal. Consumer has documented evidence of false debt claims. Provider has been unresponsive to previous inquiries. Referred to provider's complaint department with 15 business day resolution period.",Checking or savings account,"['Debt collection', 'Consumer protection']",Debt collection,False debt claims,Collector claiming debt not owed by consumer,False debt claims,1,1,898,124,['False debt claims'],1.88633627653935,1,True,0,0.8606390120462611,0.2783922087212682,False
CFPB-2024-00915,2024-01-18,Company claims no record of consumer's previous complaints exists,"Consumer summary:
This is regarding ongoing excessive interest issues with my credit card or prepaid card serviced by Nelnet. I have made good faith efforts to resolve this matter directly with the company. They have been unresponsive to my concerns and continue practices that harm consumers. Their business conduct is unethical and potentially illegal.

Provider response:
Company claims no record of consumer's previous complaints exists

Resolution requested by consumer:
Correct the erroneous information and provide written confirmation

Information provided by the CFPB:
Complaint received via online portal. Consumer has documented evidence of excessive interest. Provider has been unresponsive to previous inquiries. Referred to provider's complaint department with 15 business day resolution period.",Credit card or prepaid card,"['Fees and charges', 'Consumer protection', 'Billing and fees']",Fees and charges,"Excessive interest, Undisclosed fees, Fee dispute unresolved","Interest rate increased without proper notification, Fees charged without prior disclosure or consent, Fee dispute raised but not resolved by company",Excessive interest Undisclosed fees Fee dispute unresolved,1,3,809,112,"['Excessive interest', 'Undisclosed fees', 'Fee dispute unresolved']",1.48159187225725,1,True,2,0.9702327596437627,0.5899957998732004,True
CFPB-2024-00916,2023-09-24,Company has closed consumer's account and refuses further communication,"Consumer summary:
Synchrony has violated my rights as a consumer regarding my student loan. False debt claims occurred without proper notification or authorization. I have maintained records of all communications showing their failure to address my concerns. The company continues to ignore my requests for resolution and proper explanation.

Provider response:
Company has closed consumer's account and refuses further communication

Resolution requested by consumer:
Correct the erroneous information and provide written confirmation

Information provided by the CFPB:
Received consumer complaint via phone. Consumer has made reasonable efforts to resolve directly. Provider's actions appear inconsistent with industry standards and regulations. Referral sent requesting provider's formal position and resolution plan.",Student loan,"['Debt collection', 'Consumer protection']",Debt collection,False debt claims,Collector claiming debt not owed by consumer,False debt claims,1,1,820,108,['False debt claims'],1.315722723969304,0,False,2,0.9673069902085332,0.2701206993834806,True
CFPB-2024-00917,2024-11-18,Company provided generic response without addressing specific concerns,"Consumer summary:
This is regarding ongoing incorrect payment reversal issues with my payday loan or personal loan serviced by US Bank. I have made good faith efforts to resolve this matter directly with the company. They have been unresponsive to my concerns and continue practices that harm consumers. Their business conduct is unethical and potentially illegal.

Provider response:
Company provided generic response without addressing specific concerns

Resolution requested by consumer:
Honor the original terms and conditions agreed upon

Information provided by the CFPB:
Complaint filed regarding payday loan or personal loan account management. Consumer provided comprehensive records. Provider has not demonstrated compliance with applicable regulations. Formal investigation may be warranted pending provider response.",Payday loan or personal loan,"['Payment processing', 'Consumer protection']",Payment processing,"Incorrect payment reversal, Autopay malfunction, Payment not posted","Valid payment reversed without authorization, Automatic payment failed or charged incorrectly, Payment made but not reflected in account",Incorrect payment reversal Autopay malfunction Payment not posted,1,3,828,113,"['Incorrect payment reversal', 'Autopay malfunction', 'Payment not posted']",1.112276373759473,0,False,0,0.9112061321893142,0.09638985550747267,False
CFPB-2024-00918,2023-11-01,Company states consumer is responsible for charges and no refund will be provided,"Consumer summary:
After discovering undisclosed fees on my credit card or prepaid card with Synchrony, I immediately contacted them to dispute. The company's investigation was inadequate and their conclusion was incorrect. I provided substantial documentation supporting my position which they dismissed. Their refusal to properly investigate this matter is causing me significant harm.

Provider response:
Company states consumer is responsible for charges and no refund will be provided

Resolution requested by consumer:
Remove all incorrect charges and fees from my account

Information provided by the CFPB:
Received consumer complaint via phone. Consumer has made reasonable efforts to resolve directly. Provider's actions appear inconsistent with industry standards and regulations. Referral sent requesting provider's formal position and resolution plan.",Credit card or prepaid card,"['Fees and charges', 'Consumer protection', 'Billing and fees']",Fees and charges,Undisclosed fees,Fees charged without prior disclosure or consent,Undisclosed fees,1,1,862,117,['Undisclosed fees'],1.890542351259277,1,True,1,0.9632703324669669,0.68639340755416,True
CFPB-2024-00919,2023-05-07,Company has closed consumer's account and refuses further communication,"Consumer summary:
I am seeking resolution for misapplied payment with Cavalry Portfolio on my consumer loan. The company has failed to honor their commitments and obligations. Multiple complaints to their customer service department have gone unresolved. I have exhausted all internal dispute mechanisms with no satisfactory outcome.

Provider response:
Company has closed consumer's account and refuses further communication

Resolution requested by consumer:
Close account without penalty and cease all collection activities

Information provided by the CFPB:
Received consumer complaint via phone. Consumer has made reasonable efforts to resolve directly. Provider's actions appear inconsistent with industry standards and regulations. Referral sent requesting provider's formal position and resolution plan.",Consumer loan,"['Payment processing', 'Consumer protection']",Payment processing,"Misapplied payment, Autopay malfunction, Incorrect payment reversal","Payment applied to wrong account or balance, Automatic payment failed or charged incorrectly, Valid payment reversed without authorization",Misapplied payment Autopay malfunction Incorrect payment reversal,1,3,811,107,"['Misapplied payment', 'Autopay malfunction', 'Incorrect payment reversal']",1.126450976442121,0,False,0,0.8936818309023219,0.5826512387934487,False
CFPB-2024-00920,2023-09-24,Company claims account was properly managed according to terms and conditions,"Consumer summary:
This is regarding ongoing account closure denied issues with my credit reporting serviced by Navient. I have made good faith efforts to resolve this matter directly with the company. They have been unresponsive to my concerns and continue practices that harm consumers. Their business conduct is unethical and potentially illegal.

Provider response:
Company claims account was properly managed according to terms and conditions

Resolution requested by consumer:
Provide detailed explanation and documentation of all actions taken

Information provided by the CFPB:
Complaint filed regarding credit reporting account management. Consumer provided comprehensive records. Provider has not demonstrated compliance with applicable regulations. Formal investigation may be warranted pending provider response.",Credit reporting,"['Account management', 'Consumer protection']",Account management,Account closure denied,Unable to close account despite multiple requests,Account closure denied,1,1,823,110,['Account closure denied'],1.223189076621626,1,True,2,0.9868578860996776,0.1823879555524176,True
CFPB-2024-00921,2025-05-13,Company refuses to provide documentation requested by consumer,"Consumer summary:
After discovering abusive contact on my checking or savings account with US Bank, I immediately contacted them to dispute. The company's investigation was inadequate and their conclusion was incorrect. I provided substantial documentation supporting my position which they dismissed. Their refusal to properly investigate this matter is causing me significant harm.

Provider response:
Company refuses to provide documentation requested by consumer

Resolution requested by consumer:
Honor the original terms and conditions agreed upon

Information provided by the CFPB:
Consumer alleges provider violated consumer protection statutes. Documentation supports consumer's position. Provider must respond with substantive resolution proposal. Consumer advised of rights and complaint process timeline.",Checking or savings account,"['Debt collection', 'Consumer protection']",Debt collection,Abusive contact,Harassment or threatening communication from collector,Abusive contact,1,1,816,106,['Abusive contact'],1.463816525987212,1,True,2,0.9852569931446005,0.3447973728949616,True
CFPB-2024-00922,2024-05-16,Company states they followed all applicable laws and regulations,"Consumer summary:
This complaint concerns undisclosed fees with Ally Bank. My payday loan or personal loan has been impacted by their failure to properly handle this matter. I submitted written requests and called numerous times. Each representative gave different answers and no one took ownership of resolving the issue. The company's lack of accountability is unacceptable.

Provider response:
Company states they followed all applicable laws and regulations

Resolution requested by consumer:
Compensate for damages caused by company's mishandling

Information provided by the CFPB:
Consumer submitted detailed complaint with supporting documentation. Multiple attempts to resolve with provider were unsuccessful. Matter falls within CFPB jurisdiction. Standard referral process initiated.",Payday loan or personal loan,"['Fees and charges', 'Consumer protection', 'Billing and fees']",Fees and charges,"Undisclosed fees, Fee dispute unresolved, Excessive interest","Fees charged without prior disclosure or consent, Fee dispute raised but not resolved by company, Interest rate increased without proper notification",Undisclosed fees Fee dispute unresolved Excessive interest,1,3,793,107,"['Undisclosed fees', 'Fee dispute unresolved', 'Excessive interest']",1.246367643396653,1,True,1,0.9303625566633594,0.012781166662844647,True
CFPB-2024-00923,2025-08-19,Company states consumer is responsible for charges and no refund will be provided,"Consumer summary:
After discovering data compromise on my money transfer or virtual currency with Huntington Bank, I immediately contacted them to dispute. The company's investigation was inadequate and their conclusion was incorrect. I provided substantial documentation supporting my position which they dismissed. Their refusal to properly investigate this matter is causing me significant harm.

Provider response:
Company states consumer is responsible for charges and no refund will be provided

Resolution requested by consumer:
Update credit report to reflect accurate information

Information provided by the CFPB:
Received written complaint from consumer. Provider's responses have been inadequate. Consumer seeks fair resolution per consumer protection regulations. Case forwarded to provider for formal response.",Money transfer or virtual currency,"['Fraud and security', 'Consumer protection']",Fraud and security,Data compromise,Personal data compromised due to company breach,Data compromise,1,1,824,110,['Data compromise'],1.30244072069685,1,True,2,0.8544941723279977,0.01665456331214205,True
CFPB-2024-00924,2024-10-10,Company states they followed all applicable laws and regulations,"Consumer summary:
This complaint concerns data compromise with Capital One. My debt collection has been impacted by their failure to properly handle this matter. I submitted written requests and called numerous times. Each representative gave different answers and no one took ownership of resolving the issue. The company's lack of accountability is unacceptable.

Provider response:
Company states they followed all applicable laws and regulations

Resolution requested by consumer:
Close account without penalty and cease all collection activities

Information provided by the CFPB:
Received consumer complaint via phone. Consumer has made reasonable efforts to resolve directly. Provider's actions appear inconsistent with industry standards and regulations. Referral sent requesting provider's formal position and resolution plan.",Debt collection,"['Fraud and security', 'Consumer protection', 'Security and fraud', 'Billing and fees']",Fraud and security,"Data compromise, Fraudulent charges","Personal data compromised due to company breach, Unauthorized charges not removed from account",Data compromise Fraudulent charges,1,2,835,113,"['Data compromise', 'Fraudulent charges']",0.501613635010057,1,True,0,0.9816461643665272,0.1516314067762624,False
CFPB-2024-00925,2024-05-28,Company indicates they are investigating and will respond within 30 days,"Consumer summary:
I am filing this complaint regarding FedLoan Servicing's handling of my student loan. The payment not posted problem began three months ago when I noticed discrepancies. Despite providing evidence and following their dispute process, the company has not taken corrective action. Their customer service is unhelpful and the issue remains unresolved.

Provider response:
Company indicates they are investigating and will respond within 30 days

Resolution requested by consumer:
Compensate for damages caused by company's mishandling

Information provided by the CFPB:
Consumer contacted CFPB after exhausting provider's internal complaint process. Issue relates to payment not posted which is actionable under consumer financial protection laws. Provider given opportunity to resolve within statutory timeframe.",Student loan,"['Payment processing', 'Consumer protection']",Payment processing,"Payment not posted, Autopay malfunction","Payment made but not reflected in account, Automatic payment failed or charged incorrectly",Payment not posted Autopay malfunction,1,2,828,113,"['Payment not posted', 'Autopay malfunction']",1.153610220050866,2,True,2,0.9251665533532131,0.8034052742541694,True
CFPB-2024-00926,2024-04-27,Company claims no record of consumer's previous complaints exists,"Consumer summary:
My experience with Equifax regarding my vehicle loan or lease has been extremely frustrating. Payment not posted has caused financial hardship and stress. The company's representatives have been dismissive and unhelpful. Despite escalating to supervisors, no meaningful action has been taken to resolve this serious issue.

Provider response:
Company claims no record of consumer's previous complaints exists

Resolution requested by consumer:
Provide detailed explanation and documentation of all actions taken

Information provided by the CFPB:
Complaint filed regarding vehicle loan or lease account management. Consumer provided comprehensive records. Provider has not demonstrated compliance with applicable regulations. Formal investigation may be warranted pending provider response.",Vehicle loan or lease,"['Payment processing', 'Consumer protection']",Payment processing,Payment not posted,Payment made but not reflected in account,Payment not posted,1,1,808,106,['Payment not posted'],0.876852522702424,0,False,2,0.9605588391196781,0.29924361575077674,True
CFPB-2024-00927,2025-09-10,Company refuses to provide documentation requested by consumer,"Consumer summary:
Synchrony has mishandled my student loan account resulting in missing statements. When I discovered this problem, I contacted them immediately but was given the runaround. Different departments blamed each other and no one took responsibility. The situation has deteriorated due to their incompetence and lack of action.

Provider response:
Company refuses to provide documentation requested by consumer

Resolution requested by consumer:
Update credit report to reflect accurate information

Information provided by the CFPB:
Complaint received via online portal. Consumer has documented evidence of missing statements. Provider has been unresponsive to previous inquiries. Referred to provider's complaint department with 15 business day resolution period.",Student loan,"['Account management', 'Consumer protection']",Account management,"Missing statements, Unable to access funds, Account closure denied","Statements not received or accessible online, Funds frozen or held without explanation, Unable to close account despite multiple requests",Missing statements Unable to access funds Account closure denied,1,3,776,105,"['Missing statements', 'Unable to access funds', 'Account closure denied']",0.91240227039645,0,False,2,0.9690031556659294,0.6296775133283892,True
CFPB-2024-00928,2025-10-16,Company denies any wrongdoing and stands by their original decision,"Consumer summary:
This complaint concerns undisclosed fees with TD Bank. My debt collection has been impacted by their failure to properly handle this matter. I submitted written requests and called numerous times. Each representative gave different answers and no one took ownership of resolving the issue. The company's lack of accountability is unacceptable.

Provider response:
Company denies any wrongdoing and stands by their original decision

Resolution requested by consumer:
Cease all contact and remove negative reporting

Information provided by the CFPB:
Received written complaint from consumer. Provider's responses have been inadequate. Consumer seeks fair resolution per consumer protection regulations. Case forwarded to provider for formal response.",Debt collection,"['Fees and charges', 'Consumer protection', 'Billing and fees']",Fees and charges,"Undisclosed fees, Excessive interest, Fee dispute unresolved","Fees charged without prior disclosure or consent, Interest rate increased without proper notification, Fee dispute raised but not resolved by company",Undisclosed fees Excessive interest Fee dispute unresolved,1,3,768,106,"['Undisclosed fees', 'Excessive interest', 'Fee dispute unresolved']",0.811235006561389,0,False,2,0.9198550970668747,0.3559443953789922,True
CFPB-2024-00929,2023-06-01,Company refuses to provide documentation requested by consumer,"Consumer summary:
I purchased/opened credit reporting with Regions Bank expecting professional service. Instead, I encountered false debt claims that the company refuses to properly address. Their customer service is inadequate, their policies are unclear, and their resolution process is broken. I am left with no option but to file this formal complaint.

Provider response:
Company refuses to provide documentation requested by consumer

Resolution requested by consumer:
Close account without penalty and cease all collection activities

Information provided by the CFPB:
Received consumer complaint via phone. Consumer has made reasonable efforts to resolve directly. Provider's actions appear inconsistent with industry standards and regulations. Referral sent requesting provider's formal position and resolution plan.",Credit reporting,"['Debt collection', 'Consumer protection']",Debt collection,"False debt claims, Validation not provided, Abusive contact","Collector claiming debt not owed by consumer, Debt validation requested but not provided, Harassment or threatening communication from collector",False debt claims Validation not provided Abusive contact,1,3,825,111,"['False debt claims', 'Validation not provided', 'Abusive contact']",1.918532792517317,1,True,0,0.9524868973485556,0.7966421055046788,False
CFPB-2024-00930,2024-10-28,Company states consumer is responsible for charges and no refund will be provided,"Consumer summary:
I am filing this complaint regarding Barclays's handling of my credit card or prepaid card. The fee dispute unresolved problem began three months ago when I noticed discrepancies. Despite providing evidence and following their dispute process, the company has not taken corrective action. Their customer service is unhelpful and the issue remains unresolved.

Provider response:
Company states consumer is responsible for charges and no refund will be provided

Resolution requested by consumer:
Cease all contact and remove negative reporting

Information provided by the CFPB:
Consumer alleges provider violated consumer protection statutes. Documentation supports consumer's position. Provider must respond with substantive resolution proposal. Consumer advised of rights and complaint process timeline.",Credit card or prepaid card,"['Fees and charges', 'Consumer protection', 'Billing and fees']",Fees and charges,"Fee dispute unresolved, Unjustified penalties","Fee dispute raised but not resolved by company, Penalty charges applied incorrectly or excessively",Fee dispute unresolved Unjustified penalties,1,2,824,112,"['Fee dispute unresolved', 'Unjustified penalties']",1.96835455000691,2,True,2,0.9126671802501966,0.27692690257446984,True
CFPB-2024-00931,2024-09-05,Company claims account was properly managed according to terms and conditions,"Consumer summary:
My experience with Synchrony regarding my checking or savings account has been extremely frustrating. Dispute not processed has caused financial hardship and stress. The company's representatives have been dismissive and unhelpful. Despite escalating to supervisors, no meaningful action has been taken to resolve this serious issue.

Provider response:
Company claims account was properly managed according to terms and conditions

Resolution requested by consumer:
Remove all incorrect charges and fees from my account

Information provided by the CFPB:
Complaint received via online portal. Consumer has documented evidence of dispute not processed. Provider has been unresponsive to previous inquiries. Referred to provider's complaint department with 15 business day resolution period.",Checking or savings account,"['Credit reporting', 'Consumer protection']",Credit reporting,"Dispute not processed, Investigation not conducted, Inaccurate information reported","Dispute submitted but not properly handled, Company failed to investigate consumer dispute, Incorrect or outdated information on credit report",Dispute not processed Investigation not conducted Inaccurate information reported,1,3,808,110,"['Dispute not processed', 'Investigation not conducted', 'Inaccurate information reported']",1.437135960847148,0,False,0,0.9604375781736734,0.12639352743284651,False
CFPB-2024-00932,2023-09-02,Company states consumer is responsible for charges and no refund will be provided,"Consumer summary:
My experience with Chase regarding my payday loan or personal loan has been extremely frustrating. Data compromise has caused financial hardship and stress. The company's representatives have been dismissive and unhelpful. Despite escalating to supervisors, no meaningful action has been taken to resolve this serious issue.

Provider response:
Company states consumer is responsible for charges and no refund will be provided

Resolution requested by consumer:
Implement requested changes and prevent future occurrences

Information provided by the CFPB:
Consumer submitted detailed complaint with supporting documentation. Multiple attempts to resolve with provider were unsuccessful. Matter falls within CFPB jurisdiction. Standard referral process initiated.",Payday loan or personal loan,"['Fraud and security', 'Consumer protection', 'Security and fraud', 'Billing and fees']",Fraud and security,"Data compromise, Fraudulent charges","Personal data compromised due to company breach, Unauthorized charges not removed from account",Data compromise Fraudulent charges,1,2,780,103,"['Data compromise', 'Fraudulent charges']",1.294795048487028,2,True,1,0.9183116138478139,0.20914472831426778,True
CFPB-2024-00933,2025-10-08,Company claims account was properly managed according to terms and conditions,"Consumer summary:
This complaint concerns account closure denied with American Express. My money transfer or virtual currency has been impacted by their failure to properly handle this matter. I submitted written requests and called numerous times. Each representative gave different answers and no one took ownership of resolving the issue. The company's lack of accountability is unacceptable.

Provider response:
Company claims account was properly managed according to terms and conditions

Resolution requested by consumer:
Remove all incorrect charges and fees from my account

Information provided by the CFPB:
Received consumer complaint via phone. Consumer has made reasonable efforts to resolve directly. Provider's actions appear inconsistent with industry standards and regulations. Referral sent requesting provider's formal position and resolution plan.",Money transfer or virtual currency,"['Account management', 'Consumer protection']",Account management,"Account closure denied, Missing statements, Unable to access funds","Unable to close account despite multiple requests, Statements not received or accessible online, Funds frozen or held without explanation",Account closure denied Missing statements Unable to access funds,1,3,867,119,"['Account closure denied', 'Missing statements', 'Unable to access funds']",0.652800046763473,2,True,2,0.9408446783470873,0.14879926267944044,True
CFPB-2024-00934,2025-11-05,Company states they followed all applicable laws and regulations,"Consumer summary:
I am seeking resolution for data compromise with TD Bank on my student loan. The company has failed to honor their commitments and obligations. Multiple complaints to their customer service department have gone unresolved. I have exhausted all internal dispute mechanisms with no satisfactory outcome.

Provider response:
Company states they followed all applicable laws and regulations

Resolution requested by consumer:
Remove all incorrect charges and fees from my account

Information provided by the CFPB:
Complaint filed regarding student loan account management. Consumer provided comprehensive records. Provider has not demonstrated compliance with applicable regulations. Formal investigation may be warranted pending provider response.",Student loan,"['Fraud and security', 'Consumer protection']",Fraud and security,"Data compromise, Account breach","Personal data compromised due to company breach, Account accessed by unauthorized party",Data compromise Account breach,1,2,763,103,"['Data compromise', 'Account breach']",1.016058137681386,0,False,0,0.86444203139195,0.7800311486158763,False
CFPB-2024-00935,2025-12-14,Company provided generic response without addressing specific concerns,"Consumer summary:
This is regarding ongoing incorrect payment reversal issues with my student loan serviced by Huntington Bank. I have made good faith efforts to resolve this matter directly with the company. They have been unresponsive to my concerns and continue practices that harm consumers. Their business conduct is unethical and potentially illegal.

Provider response:
Company provided generic response without addressing specific concerns

Resolution requested by consumer:
Close account without penalty and cease all collection activities

Information provided by the CFPB:
Received consumer complaint via phone. Consumer has made reasonable efforts to resolve directly. Provider's actions appear inconsistent with industry standards and regulations. Referral sent requesting provider's formal position and resolution plan.",Student loan,"['Payment processing', 'Consumer protection']",Payment processing,"Incorrect payment reversal, Autopay malfunction","Valid payment reversed without authorization, Automatic payment failed or charged incorrectly",Incorrect payment reversal Autopay malfunction,1,2,833,112,"['Incorrect payment reversal', 'Autopay malfunction']",1.297865595307082,2,True,2,0.8907767915198994,0.06652401710141471,True
CFPB-2024-00936,2023-10-18,Company indicates they are investigating and will respond within 30 days,"Consumer summary:
M&T Bank has violated my rights as a consumer regarding my consumer loan. Autopay malfunction occurred without proper notification or authorization. I have maintained records of all communications showing their failure to address my concerns. The company continues to ignore my requests for resolution and proper explanation.

Provider response:
Company indicates they are investigating and will respond within 30 days

Resolution requested by consumer:
Remove all incorrect charges and fees from my account

Information provided by the CFPB:
Received written complaint from consumer. Provider's responses have been inadequate. Consumer seeks fair resolution per consumer protection regulations. Case forwarded to provider for formal response.",Consumer loan,"['Payment processing', 'Consumer protection']",Payment processing,"Autopay malfunction, Misapplied payment","Automatic payment failed or charged incorrectly, Payment applied to wrong account or balance",Autopay malfunction Misapplied payment,1,2,761,105,"['Autopay malfunction', 'Misapplied payment']",1.959570385663748,0,False,0,0.9329614753731998,0.49535522370669743,False
CFPB-2024-00937,2024-03-20,Company refuses to provide documentation requested by consumer,"Consumer summary:
This complaint concerns validation not provided with TD Bank. My credit reporting has been impacted by their failure to properly handle this matter. I submitted written requests and called numerous times. Each representative gave different answers and no one took ownership of resolving the issue. The company's lack of accountability is unacceptable.

Provider response:
Company refuses to provide documentation requested by consumer

Resolution requested by consumer:
Implement requested changes and prevent future occurrences

Information provided by the CFPB:
Consumer alleges provider violated consumer protection statutes. Documentation supports consumer's position. Provider must respond with substantive resolution proposal. Consumer advised of rights and complaint process timeline.",Credit reporting,"['Debt collection', 'Consumer protection']",Debt collection,Validation not provided,Debt validation requested but not provided,Validation not provided,1,1,809,106,['Validation not provided'],1.326708909869515,0,False,0,0.9359557955534197,0.9235925433213379,False
CFPB-2024-00938,2023-08-26,Company claims account was properly managed according to terms and conditions,"Consumer summary:
Equifax has violated my rights as a consumer regarding my payday loan or personal loan. Excessive interest occurred without proper notification or authorization. I have maintained records of all communications showing their failure to address my concerns. The company continues to ignore my requests for resolution and proper explanation.

Provider response:
Company claims account was properly managed according to terms and conditions

Resolution requested by consumer:
Remove all incorrect charges and fees from my account

Information provided by the CFPB:
Consumer alleges provider violated consumer protection statutes. Documentation supports consumer's position. Provider must respond with substantive resolution proposal. Consumer advised of rights and complaint process timeline.",Payday loan or personal loan,"['Fees and charges', 'Consumer protection']",Fees and charges,"Excessive interest, Unjustified penalties","Interest rate increased without proper notification, Penalty charges applied incorrectly or excessively",Excessive interest Unjustified penalties,1,2,806,108,"['Excessive interest', 'Unjustified penalties']",0.981266178251808,1,True,1,0.9546018780699834,0.46101899651399675,True
CFPB-2024-00939,2023-12-20,Company has closed consumer's account and refuses further communication,"Consumer summary:
I am seeking resolution for autopay malfunction with US Bank on my checking or savings account. The company has failed to honor their commitments and obligations. Multiple complaints to their customer service department have gone unresolved. I have exhausted all internal dispute mechanisms with no satisfactory outcome.

Provider response:
Company has closed consumer's account and refuses further communication

Resolution requested by consumer:
Compensate for damages caused by company's mishandling

Information provided by the CFPB:
Consumer submitted detailed complaint with supporting documentation. Multiple attempts to resolve with provider were unsuccessful. Matter falls within CFPB jurisdiction. Standard referral process initiated.",Checking or savings account,"['Payment processing', 'Consumer protection']",Payment processing,"Autopay malfunction, Incorrect payment reversal","Automatic payment failed or charged incorrectly, Valid payment reversed without authorization",Autopay malfunction Incorrect payment reversal,1,2,762,100,"['Autopay malfunction', 'Incorrect payment reversal']",1.647707856102244,1,True,2,0.9103778131151297,0.4396148696541326,True
CFPB-2024-00940,2023-09-01,Company claims account was properly managed according to terms and conditions,"Consumer summary:
After discovering unable to access funds on my mortgage with KeyBank, I immediately contacted them to dispute. The company's investigation was inadequate and their conclusion was incorrect. I provided substantial documentation supporting my position which they dismissed. Their refusal to properly investigate this matter is causing me significant harm.

Provider response:
Company claims account was properly managed according to terms and conditions

Resolution requested by consumer:
Cease all contact and remove negative reporting

Information provided by the CFPB:
Consumer submitted detailed complaint with supporting documentation. Multiple attempts to resolve with provider were unsuccessful. Matter falls within CFPB jurisdiction. Standard referral process initiated.",Mortgage,"['Account management', 'Consumer protection']",Account management,"Unable to access funds, Missing statements, Account closure denied","Funds frozen or held without explanation, Statements not received or accessible online, Unable to close account despite multiple requests",Unable to access funds Missing statements Account closure denied,1,3,794,104,"['Unable to access funds', 'Missing statements', 'Account closure denied']",1.209394473745784,0,False,1,0.9615446512711472,0.017619616908226093,True
CFPB-2024-00941,2023-10-24,Company indicates they are investigating and will respond within 30 days,"Consumer summary:
I am filing this complaint regarding FedLoan Servicing's handling of my credit card or prepaid card. The false debt claims problem began three months ago when I noticed discrepancies. Despite providing evidence and following their dispute process, the company has not taken corrective action. Their customer service is unhelpful and the issue remains unresolved.

Provider response:
Company indicates they are investigating and will respond within 30 days

Resolution requested by consumer:
Honor the original terms and conditions agreed upon

Information provided by the CFPB:
Received consumer complaint via phone. Consumer has made reasonable efforts to resolve directly. Provider's actions appear inconsistent with industry standards and regulations. Referral sent requesting provider's formal position and resolution plan.",Credit card or prepaid card,"['Debt collection', 'Consumer protection']",Debt collection,False debt claims,Collector claiming debt not owed by consumer,False debt claims,1,1,845,117,['False debt claims'],1.06380453388354,2,True,2,0.9379641426534236,0.8167827674952879,True
CFPB-2024-00942,2025-02-24,Company refuses to provide documentation requested by consumer,"Consumer summary:
Wells Fargo has mishandled my debt collection account resulting in identity theft not resolved. When I discovered this problem, I contacted them immediately but was given the runaround. Different departments blamed each other and no one took responsibility. The situation has deteriorated due to their incompetence and lack of action.

Provider response:
Company refuses to provide documentation requested by consumer

Resolution requested by consumer:
Provide full refund for unauthorized or disputed charges

Information provided by the CFPB:
Received consumer complaint via phone. Consumer has made reasonable efforts to resolve directly. Provider's actions appear inconsistent with industry standards and regulations. Referral sent requesting provider's formal position and resolution plan.",Debt collection,"['Fraud and security', 'Consumer protection', 'Security and fraud']",Fraud and security,Identity theft not resolved,Identity theft reported but company not cooperating,Identity theft not resolved,1,1,812,110,['Identity theft not resolved'],1.610520703791169,1,True,0,0.9097101080282223,0.23610399249544076,False
CFPB-2024-00943,2025-06-24,Company provided generic response without addressing specific concerns,"Consumer summary:
Capital One has violated my rights as a consumer regarding my consumer loan. Unable to access funds occurred without proper notification or authorization. I have maintained records of all communications showing their failure to address my concerns. The company continues to ignore my requests for resolution and proper explanation.

Provider response:
Company provided generic response without addressing specific concerns

Resolution requested by consumer:
Provide full refund for unauthorized or disputed charges

Information provided by the CFPB:
Consumer contacted CFPB after exhausting provider's internal complaint process. Issue relates to unable to access funds which is actionable under consumer financial protection laws. Provider given opportunity to resolve within statutory timeframe.",Consumer loan,"['Account management', 'Consumer protection']",Account management,"Unable to access funds, Missing statements, Account closure denied","Funds frozen or held without explanation, Statements not received or accessible online, Unable to close account despite multiple requests",Unable to access funds Missing statements Account closure denied,1,3,815,110,"['Unable to access funds', 'Missing statements', 'Account closure denied']",1.86804412317614,0,False,0,0.9698865558451882,0.7156677290387542,False
CFPB-2024-00944,2023-07-20,Company denies any wrongdoing and stands by their original decision,"Consumer summary:
My experience with Navient regarding my payday loan or personal loan has been extremely frustrating. False debt claims has caused financial hardship and stress. The company's representatives have been dismissive and unhelpful. Despite escalating to supervisors, no meaningful action has been taken to resolve this serious issue.

Provider response:
Company denies any wrongdoing and stands by their original decision

Resolution requested by consumer:
Remove all incorrect charges and fees from my account

Information provided by the CFPB:
Received written complaint from consumer. Provider's responses have been inadequate. Consumer seeks fair resolution per consumer protection regulations. Case forwarded to provider for formal response.",Payday loan or personal loan,"['Debt collection', 'Consumer protection']",Debt collection,False debt claims,Collector claiming debt not owed by consumer,False debt claims,1,1,759,104,['False debt claims'],1.066265660381204,2,True,2,0.8863932085509922,0.2930321995639086,True
